Ten_Truyen,Tac_Gia,The_Loai,Tinh_Trang,Luot_Xem,Luot_Sao,Luot_Binh_Luan,Luot_Cam_On,Link
Mau xuyên: Ác độc nữ xứng muốn nghịch tập,Vân Khinh Mạch,"Nguyên sang , Ngôn tình , Cổ đại , Hiện đại , HE , OE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Hệ thống , Xuyên nhanh , Nữ phụ , Vị diện , Nghịch tập",Hoàn thành,995752,5288,84,333,https://wikicv.net/truyen/mau-xuyen-ac-doc-nu-xung-muon-nghich-tap-WOjjR%7E8h7AQzmVF2
Không gian trọng sinh: Thịnh sủng ở những năm 90,Bán Noãn Phù Sanh,"Nguyên sang , Ngôn tình , Cận đại , Hiện đại , HE , Tình cảm , Kinh thương , Huyền huyễn , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Tùy thân không gian , Làm giàu , Đô thị tình duyên , Duyên trời tác hợp , Ngược tra",Hoàn thành,995473,715,7,37,https://wikicv.net/truyen/khong-gian-trong-sinh-thinh-sung-o-nhung-Wc6Svu8h7Edh3tFh
"Mau xuyên công lược: Ký chủ, đừng hắc hóa",Bắc Xử,"Nguyên sang , Ngôn tình , Cổ đại , Cận đại , Hiện đại , Tương lai , HE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Xuyên việt , Hệ thống , Xuyên nhanh , 1v1",Chưa xác minh,993463,5612,251,1320,https://wikicv.net/truyen/mau-xuyen-cong-luoc-ky-chu-dung-hac-hoa-W7Txh1S4CFWllVHT
Xuyên thành 70 vận may tức phụ,Lê Vị Ương,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Ngọt văn , Cổ xuyên kim , Làm giàu , 1v1 , Thị giác nữ chủ , Cẩm lý thể chất , Niên đại văn",Hoàn thành,992288,943,50,449,https://wikicv.net/truyen/xuyen-thanh-70-van-may-tuc-phu-YHH7o1S4CDUL7j6E
Trọng sinh chi thần y học bá,Cẩm Dạ,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Dị năng , Ngọt văn , Trọng sinh , Tùy thân không gian , Hào môn thế gia , Y thuật , Duyên trời tác hợp , Ngược tra",Chưa xác minh,990811,6543,6,483,https://wikicv.net/truyen/trong-sinh-chi-than-y-hoc-ba-XTepV1S4CCzHz_23
"Bị sét đánh đến 70 sau, ta dựa không gian vô địch",Thị Tiểu Kim Ngư Ni,"Nguyên sang , Ngôn tình , Cận đại , Hiện đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Ngọt văn , Tùy thân không gian , Sảng văn , Vả mặt , Niên đại văn",Hoàn thành,990618,1623,36,372,https://wikicv.net/truyen/bi-set-danh-den-70-sau-ta-dua-khong-gian-YrAYjlS4CDrBT2WN
Trọng sinh y thê siêu đại bài,Di Nhạc Thảo,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Trọng sinh , Tùy thân không gian , Hào môn thế gia , Y thuật",Hoàn thành,989640,14,21,9,https://wikicv.net/truyen/trong-sinh-y-the-sieu-dai-bai-XUOZSlS4CG01b9Cd
Xuyên thành cô vợ thế thân của tổng tài,Chỉ Chỉ Bất Túy,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Xuyên thư , Hào môn thế gia , Cẩu huyết , Nữ phụ , Giới giải trí , Cưới trước yêu sau , Sảng văn , Nhẹ nhàng , Pháo hôi , Tiểu bạch văn , Xuyên thành vai ác , Kim bài đề cử 🥇 , 1v1 , Thị giác nữ chủ",Hoàn thành,989030,1072,54,310,https://wikicv.net/truyen/xuyen-thanh-co-vo-the-than-cua-tong-tai-XBZ8rVS4CDpUvE8o
Phúc hắc cuồng phi: Phế vật nghịch thiên nhị tiểu thư,Mặc Thiên Lan,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Huyền huyễn , Dị thế , Xuyên việt , Ngọt văn , Song khiết 🕊️ , Cường cường , Cung đình hầu tước , Duyên trời tác hợp , Nữ cường , Ngược tra",Hoàn thành,988736,266,18,48,https://wikicv.net/truyen/phuc-hac-cuong-phi-phe-vat-nghich-thien--WW81J%7E8h7F2jQA24
Xuyên qua chi nông gia hảo phụ,Thiên Ni,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Ngọt văn , Trạch đấu , Cung đình hầu tước , Duyên trời tác hợp , Nữ cường , Ngược tra",Hoàn thành,988084,103,13,36,https://wikicv.net/truyen/xuyen-qua-chi-nong-gia-hao-phu-WdEq%7Eu8h7Gb52qA0
Cực phẩm nam thần [ xuyên nhanh ],Giang Hồ Bất Kiến,"Nguyên sang , Ngôn tình , Cổ đại , Cận đại , Hiện đại , Tương lai , HE , Tình cảm , Báo thù , Hệ thống , Xuyên nhanh , Tùy thân không gian , Hào môn thế gia , Cung đình hầu tước , Pháo hôi , Kim bài đề cử 🥇 , Vả mặt",Hoàn thành,986334,6461,248,1641,https://wikicv.net/truyen/cuc-pham-nam-than-xuyen-nhanh-WUIQ_e8h7A1OsHDx
Yêu nghiệt giữa đường: Chí tôn triệu hoán sư,Bát Dạ Tuyết,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Huyền huyễn , Xuyên việt",Hoàn thành,985757,393,14,238,https://wikicv.net/truyen/yeu-nghiet-giua-duong-chi-ton-trieu-hoan-WNhPAe8h7G09G1Vq
Thập niên 60 xảo tức phụ,Niên Đại,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt",Hoàn thành,985357,2177,42,741,https://wikicv.net/truyen/thap-nien-60-xao-tuc-phu-XeB1P1S4CAtO8Lm7
Ta a cha là niên đại văn nam chủ đối chiếu tổ,Hương Tô Lật,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Trọng sinh , Cổ xuyên kim , Nhẹ nhàng , Kim bài đề cử 🥇 , Kim Bảng 🏆 , Thị giác nam chủ , Bình dân sinh hoạt , Manh bảo , Niên đại văn , Hình tượng văn",Hoàn thành,984413,9159,284,2094,https://wikicv.net/truyen/ta-a-cha-la-nien-dai-van-nam-chu-doi-chi-Y6wCWFS4CHjZIGdD
Tà y cuồng thê,Kim Tiểu Tài,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Huyền huyễn , Xuyên việt , Y thuật , Cung đình hầu tước , Nữ cường , Tương ái tương sát , Phế sài lưu",Hoàn thành,983083,239,18,381,https://wikicv.net/truyen/ta-y-cuong-the-WW180O8h7AiSXzt4
Trọng sinh chi trở về vị trí cũ,Cuồng Thượng Gia Cuồng,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Trọng sinh , Hào môn thế gia , Hoan hỉ oan gia , Cung đình hầu tước , Kim bài đề cử 🥇 , Vả mặt",Hoàn thành,982944,1664,81,716,https://wikicv.net/truyen/trong-sinh-chi-tro-ve-vi-tri-cu-WyyPYu8h7CwR_A4H
Nghịch thiên tuyệt sủng: Tà Đế sát thủ phi,Tuyết Yêu La,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Cường cường",Hoàn thành,982567,396,3,308,https://wikicv.net/truyen/nghich-thien-tuyet-sung-ta-de-sat-thu-ph-WNpQFO8h7HTB3IdY
Ta ở cổ đại đương danh sư,Tam Dương Thái Lai,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Tranh bá , Quan trường , Xây dựng , Trọng sinh , Cung đình hầu tước , Kiếp trước kiếp này , 1v1 , Song trọng sinh , Thị giác nữ chủ",Hoàn thành,982359,6616,141,967,https://wikicv.net/truyen/ta-o-co-dai-duong-danh-su-YiAB7lS4CF1WYXbh
Béo nữu làm ruộng: Nông nữ cường hãn nghịch tập,Tô Khuynh Thành,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Ngọt văn , Mỹ thực , Làm giàu , Cung đấu , Trạch đấu , Y thuật , Cung đình hầu tước , Nhẹ nhàng , Ấm áp , Nữ cường , Ngược tra , 1v1 , Giả heo ăn hổ",Hoàn thành,981162,764,20,129,https://wikicv.net/truyen/beo-nuu-lam-ruong-nong-nu-cuong-han-nghi-Xti0%7ElS4CGPrQ%7Eh3
Trọng sinh 80 dưỡng sói con,Y Nhân Vi Hoa,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Tùy thân không gian , Làm giàu , Cường cường , Sảng văn , Dưỡng thành , Đô thị tình duyên , 1v1 , Thị giác nữ chủ",Hoàn thành,980958,3769,19,201,https://wikicv.net/truyen/trong-sinh-80-duong-soi-con-Xms0NFS4CG2juaGW
Mau xuyên: Phản diện công lược kế trong kế,Linh Linh Thất,"Nguyên sang , Ngôn tình , Cổ đại , Hiện đại , HE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Ngọt văn , Hệ thống , Xuyên nhanh , Hào môn thế gia , Nữ phụ , Giới giải trí , Đô thị tình duyên , Pháo hôi , 1v1",Hoàn thành,977793,2531,122,474,https://wikicv.net/truyen/mau-xuyen-phan-dien-cong-luoc-ke-trong-k-WRbnGe8h7BA7hQx3
Mau xuyên nghịch tập: Ảnh đế là BOSS,Mộ Thanh Liễm,"Nguyên sang , Ngôn tình , Cổ đại , Cận đại , Hiện đại , HE , SE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Ngọt văn , Hệ thống , Song khiết 🕊️ , Xuyên nhanh , Xuyên thư , Mỹ thực , Làm giàu , Hào môn thế gia , Cẩu huyết , Nữ phụ , Ngược văn , Giới giải trí , Vườn trường , Dân quốc , Vị diện , Vô hạn lưu , Cung đình hầu tước , Phát sóng trực tiếp , Cận thủy lâu đài , Pháo hôi , Lôi , Tương ái tương sát , 1v1",Hoàn thành,976722,2876,73,241,https://wikicv.net/truyen/mau-xuyen-nghich-tap-anh-de-la-boss-WdCRFO8h7FGDPpD5
Xuyên thành trọng sinh văn hảo dựng pháo hôi,Cửu Nguyệt Vi Lam,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Xuyên thư , Sinh con , Cưới trước yêu sau , Cung đình hầu tước , Tiểu bạch văn , Lôi",Hoàn thành,976566,3221,183,1016,https://wikicv.net/truyen/xuyen-thanh-trong-sinh-van-hao-dung-phao-XQ7QZlS4CDq2idrq
Nữ phụ nghĩ thoáng rồi ( xuyên nhanh ),Ngũ Đóa Ma Cô,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Xuyên nhanh , Nữ phụ , Kim bài đề cử 🥇 , Kim Bảng 🏆",Hoàn thành,974711,7067,352,1583,https://wikicv.net/truyen/nu-phu-nghi-thoang-roi-xuyen-nhanh-XXSpA1S4CFodB3Yt
Ngu dại độc phi không dễ chọc,Kiều Tiểu Tịch,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Cung đấu , Trạch đấu , Y thuật , Cung đình hầu tước , Nữ cường , Vả mặt",Hoàn thành,973429,1081,3,150,https://wikicv.net/truyen/ngu-dai-doc-phi-khong-de-choc-Wfdmh%7E8h7BAfquHM
"Trọng sinh 70, tiểu thanh niên trí thức mang không gian gả tháo hán",Một Nha Đích Thỏ Tử,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Làm ruộng , Báo thù , Ngọt văn , Trọng sinh , Tùy thân không gian , Trạch đấu , Ngược tra , 1v1 , Thị giác nữ chủ , Niên đại văn",Hoàn thành,972847,132,6,79,https://wikicv.net/truyen/trong-sinh-70-tieu-thanh-nien-tri-thuc-m-Y2_DGDzLcnPLikGD
Pháo hôi muội muội nhân sinh ( xuyên nhanh ),Khuynh Bích Du Nhiên,"Nguyên sang , Ngôn tình , Cổ đại , Cận đại , Hiện đại , Tương lai , HE , Tình cảm , Xuyên việt , Xuyên nhanh , Xuyên thư , Cung đình hầu tước , Pháo hôi , Kim bài đề cử 🥇 , Ngược tra , Nghịch tập , Thế thân",Hoàn thành,972785,5536,137,1442,https://wikicv.net/truyen/phao-hoi-muoi-muoi-nhan-sinh-xuyen-nhanh-XvQI7lS4CCqv%7EB_t
Xuyên nhanh: Vai ác quá sủng quá liêu nhân,Thái Sử Anh,"Nguyên sang , Ngôn tình , Cổ đại , Hiện đại , HE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Xuyên việt , Ngọt văn , Xuyên nhanh , 1v1",Hoàn thành,967875,5340,139,1522,https://wikicv.net/truyen/xuyen-nhanh-vai-ac-qua-sung-qua-lieu-nha-YkMQwlS4CByLIGTH
Bá đạo quỷ phu đừng triền ta,Hứa Noãn Noãn,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Kinh dị , Huyền huyễn , Dị năng , Thần tiên yêu quái , Cẩu huyết , Cưới trước yêu sau , Hài hước , Đô thị tình duyên , Linh dị thần quái , Cường thủ hào đoạt , Vả mặt , 1v1",Hoàn thành,966733,77,7,79,https://wikicv.net/truyen/ba-dao-quy-phu-dung-trien-ta-Wj5_Cu8h7E0HE2Kx
"Tổng tài, ly hôn đi!",Mễ Lạp Bạch,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Hào môn thế gia , Cẩu huyết , Ngược văn , Đô thị tình duyên",Hoàn thành,966686,227,15,112,https://wikicv.net/truyen/tong-tai-ly-hon-di-WN0Ms%7E8h7DnpQ_3T
"Không gian tồn trăm tỷ vật tư, mẹ kế mang nhãi con đi chạy nạn",Mễ Hoa Hoa,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Tùy thân không gian , Làm giàu , Hoan hỉ oan gia , Vả mặt , Song xuyên , Thị giác nữ chủ , Manh bảo , Dưỡng oa",Hoàn thành,964374,3251,58,734,https://wikicv.net/truyen/khong-gian-ton-tram-ty-vat-tu-me-ke-mang-Ylk0VFS4CHL2jjzT
70 chi xuyên thành nam chủ hắn tẩu tử,Đào Hoa Lộ,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Làm ruộng , Hệ thống , Xuyên thư , Y thuật , Sảng văn , Ngược tra , 1v1 , Thị giác nữ chủ",Hoàn thành,963661,1893,101,641,https://wikicv.net/truyen/70-chi-xuyen-thanh-nam-chu-han-tau-tu-XSZSNVS4CBSrFArv
Cực Phẩm Manh Nương Thật Uy Vũ,Tề Thành Côn,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngược văn , Đô thị tình duyên",Hoàn thành,963079,28,27,29,https://wikicv.net/truyen/cuc-pham-manh-nuong-that-uy-vu-WO7ivu8h7HUBzAWk
Bá ái thành nghiện: Mục tổng giá trên trời tiểu tân nương,Nịnh Mông Vị Đích Miêu,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Hào môn thế gia , Ngược văn , Đô thị tình duyên",Hoàn thành,960534,268,2,0,https://wikicv.net/truyen/ba-ai-thanh-nghien-muc-tong-gia-tren-tro-Xua_ZFS4CGEZilAf
Trọng sinh 70 niên đại tiểu quân tẩu,Ly Thược,"Nguyên sang , Ngôn tình , Cận đại , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Làm giàu , Quân văn , Đô thị tình duyên , Duyên trời tác hợp , Ngược tra",Hoàn thành,958560,255,5,53,https://wikicv.net/truyen/trong-sinh-70-nien-dai-tieu-quan-tau-WdXRuu8h7B1N0deP
Ta liền tưởng cọ ngươi khí vận / Sau khi ta bị bệnh nan y bọn họ đều hối tiếc không kịp,Minh Quế Tái Tửu,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Hệ thống , Song khiết 🕊️ , Hào môn thế gia , Nữ phụ , Vườn trường , Nhẹ nhàng , Kim bài đề cử 🥇 , Kim Bảng 🏆 , Ngược tra , Vả mặt , 1v1 , Thị giác nữ chủ , Học bá , Thật giả thiên kim , Chữa lành",Hoàn thành,957286,6967,887,3549,https://wikicv.net/truyen/ta-lien-tuong-co-nguoi-khi-van-sau-khi-t-X2Lg8lS4CCTxl9sP
Yêu đế liêu nhân: Nghịch thiên tà phi quá kiêu ngạo,Công Tử An Gia,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Huyền huyễn , Báo thù , Dị thế , Sảng văn , Bình bộ thanh vân , Duyên trời tác hợp , Nữ cường , Tương ái tương sát , Nghịch tập , 1v1",Hoàn thành,956874,3329,18,583,https://wikicv.net/truyen/yeu-de-lieu-nhan-nghich-thien-ta-phi-qua-WwDZD%7E8h7E_eLeBx
Này đầu gối ta nhận lấy!,Giang Sơn Thương Lan,"Nguyên sang , Ngôn tình , Tương lai , HE , Tình cảm , Song khiết 🕊️ , Cường cường , Sảng văn , Nữ cường , Vả mặt , 1v1 , Thị giác nữ chủ",Hoàn thành,955004,16557,1312,5767,https://wikicv.net/truyen/nay-dau-goi-ta-nhan-lay-Xu1pv1S4CBfCw8eH
Trọng sinh 60 niên đại có không gian,Ngu Nhân Mỹ,"Nguyên sang , Ngôn tình , Cận đại , HE , Tình cảm , Trọng sinh , Tùy thân không gian",Hoàn thành,953476,2397,6,52,https://wikicv.net/truyen/trong-sinh-60-nien-dai-co-khong-gian-XaFrs1S4CF2_hMIE
"Kim bài ngọt thê, tổng tài sủng hôn 1314",Vân Khởi Mạc Ly,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Sinh con , Hào môn thế gia , Đô thị tình duyên",Hoàn thành,952996,64,6,30,https://wikicv.net/truyen/kim-bai-ngot-the-tong-tai-sung-hon-1314-WYB6M%7E8h7D8s56YZ
Làm ruộng khiến người làm giàu,Nghiên Nghiên Hạ Nhật,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Tùy thân không gian , Làm giàu , Sảng văn , Cận thủy lâu đài , Trâu già gặm cỏ non , Kim bài đề cử 🥇 , 1v1 , Thị giác nữ chủ",Hoàn thành,952443,1313,61,177,https://wikicv.net/truyen/lam-ruong-khien-nguoi-lam-giau-Wq0QR%7E8h7BiB0UQe
Ta chính là như thế kiều hoa,Nguyệt Hạ Vô Mỹ Nhân,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Hào môn thế gia , Giả heo ăn hổ",Hoàn thành,951791,3713,64,451,https://wikicv.net/truyen/ta-chinh-la-nhu-the-kieu-hoa-WPWJau8h7E3R9s6N
Nữ xứng không muốn chết [ xuyên nhanh ],Hoãn Quy Hĩ,"Nguyên sang , Ngôn tình , Cổ đại , Hiện đại , OE , Tình cảm , Báo thù , Xuyên việt , Xuyên nhanh , Nữ phụ , Sảng văn , Kim bài đề cử 🥇 , Ngược tra , Vả mặt , Thị giác nữ chủ",Hoàn thành,951708,9204,617,2992,https://wikicv.net/truyen/nu-xung-khong-muon-chet-xuyen-nhanh-XBCkBVS4CFMBWH16
Thanh xuyên chi kiều dưỡng hoàng phi,Y Y Lan Hề,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Tùy thân không gian , Cung đấu , Trạch đấu , Đại Thanh , Lịch sử , Cung đình hầu tước",Hoàn thành,951560,522,9,160,https://wikicv.net/truyen/thanh-xuyen-chi-kieu-duong-hoang-phi-XaM0VVS4CAn1JgM5
Chúng ta một nhà đều là vai ác,Hàm Ngư Lão Nhân,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Ngọt văn , Song khiết 🕊️ , Xuyên thư , Hào môn thế gia , Thi đấu cạnh kỹ , Nữ phụ , Vườn trường , Cường cường , Thanh mai trúc mã , Phản phái xuyên việt , Nhẹ nhàng , Đô thị tình duyên , Ấm áp , Pháo hôi , Nữ cường , Ngược tra , Vả mặt , 1v1 , Mary Sue , Thị giác nữ chủ , Học bá , Xuyên về thế giới cũ , Chữa lành , Cường giả trở về",Hoàn thành,951276,6087,262,1705,https://wikicv.net/truyen/chung-ta-mot-nha-deu-la-vai-ac-XlHnq1S4CFefoqYH
Nam chủ hôm nay cũng không tra [ xuyên nhanh ],Nguyệt Thượng Vô Trần,"Nguyên sang , Ngôn tình , Cổ đại , Cận đại , Hiện đại , Tương lai , HE , Tình cảm , Hệ thống , Xuyên nhanh , Hào môn thế gia , Nữ phụ , Vườn trường , Cường cường , Vị diện , Cung đình hầu tước , Sảng văn , Giang hồ ân oán , Kiếp trước kiếp này , Đô thị tình duyên , Pháo hôi , Nữ cường , Ngược tra , Linh dị thần quái , Tương ái tương sát , Nghịch tập , Vả mặt , 1v1 , Giả heo ăn hổ , Thị giác nữ chủ",Hoàn thành,950821,8705,861,3275,https://wikicv.net/truyen/nam-chu-hom-nay-cung-khong-tra-xuyen-nha-XrNnhVS4CHTFIEjd
Cao môn chủ mẫu xuyên thành hào môn nữ phụ,Cố Tranh,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Xuyên việt , Xuyên thư , Cổ xuyên kim , Hào môn thế gia , Nữ phụ , Sảng văn , Kim bài đề cử 🥇 , Ngược tra , Nghịch tập , Vả mặt , 1v1 , Mary Sue",Hoàn thành,949271,3547,237,1183,https://wikicv.net/truyen/cao-mon-chu-mau-xuyen-thanh-hao-mon-nu-p-Xjwm3VS4CAktB4gU
Nông gia quả phụ dưỡng oa nhi hằng ngày,Giáp Ất,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Làm giàu , Ngược tra , 1v1 , Thị giác nữ chủ",Hoàn thành,949062,2313,14,327,https://wikicv.net/truyen/nong-gia-qua-phu-duong-oa-nhi-hang-ngay-X6z5m1S4CH64IUFl
Trưởng tỷ như mẹ kế [ 60 ],Lâm Quả Đống,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Làm ruộng , Hệ thống , Song khiết 🕊️ , Xuyên thư , Mỹ thực , Làm giàu , Sảng văn , Ấm áp , 1v1 , Thị giác nữ chủ , Bình dân sinh hoạt , Xuyên thành vai chính",Hoàn thành,946963,2103,113,499,https://wikicv.net/truyen/truong-ty-nhu-me-ke-60-Xtrnj1S4CC4E5tBx
Quỷ y cuồng phượng: Ngốc vương tuyệt sủng lính đánh thuê phi,Sướng Nhiên,"Nguyên sang , Ngôn tình , Cổ đại , HE , Tình cảm , Xuyên việt , Sảng văn",Hoàn thành,945829,607,2,389,https://wikicv.net/truyen/quy-y-cuong-phuong-ngoc-vuong-tuyet-sung-WXAppO8h7C8Y4IHL
Hạ tịch oản lục hàn đình,Lưu Li Tuyết Tuyết,"Nguyên sang , Ngôn tình , Hiện đại , HE , Tình cảm , Y thuật , 1v1 , Thị giác nữ chủ",Hoàn thành,944919,9,2,13,https://wikicv.net/truyen/ha-tich-oan-luc-han-dinh-X6_BHVS4CBBLl5cZ
